,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b[3],0.215,0.012,0.194,0.237,0.0,0.0,27432.0,15332.0,1.0
b[12],1.131,0.013,1.106,1.156,0.0,0.0,27731.0,14839.0,1.0
b[29],0.06,0.003,0.055,0.065,0.0,0.0,29020.0,14197.0,1.0
b[11],-0.262,0.026,-0.312,-0.215,0.0,0.0,21282.0,14679.0,1.0
b[1],0.528,0.012,0.506,0.55,0.0,0.0,24545.0,15393.0,1.0
b[2],0.245,0.02,0.205,0.282,0.0,0.0,24749.0,15084.0,1.0
b[5],0.28,0.005,0.271,0.291,0.0,0.0,31344.0,13225.0,1.0
b[18],-0.928,0.025,-0.976,-0.883,0.0,0.0,22843.0,15388.0,1.0
b[24],0.237,0.012,0.215,0.259,0.0,0.0,25058.0,14015.0,1.0
b[30],0.291,0.01,0.272,0.31,0.0,0.0,29832.0,14030.0,1.0
b[0],1.459,0.029,1.403,1.513,0.0,0.0,13109.0,14822.0,1.0
b[8],0.105,0.01,0.087,0.124,0.0,0.0,28070.0,14833.0,1.0
b[14],-1.184,0.053,-1.279,-1.082,0.0,0.0,27759.0,14859.0,1.0
b[20],0.134,0.007,0.12,0.148,0.0,0.0,25732.0,14970.0,1.0
b[27],0.101,0.021,0.062,0.141,0.0,0.0,16490.0,15754.0,1.0
b[7],-1.418,0.02,-1.457,-1.381,0.0,0.0,31244.0,14551.0,1.0
b[9],1.621,0.021,1.583,1.66,0.0,0.0,30844.0,14107.0,1.0
b[13],0.478,0.027,0.427,0.528,0.0,0.0,30724.0,15073.0,1.0
b[23],-0.522,0.019,-0.556,-0.486,0.0,0.0,28869.0,15081.0,1.0
b[6],-0.034,0.002,-0.038,-0.03,0.0,0.0,31486.0,13934.0,1.0
b[17],-0.91,0.016,-0.938,-0.88,0.0,0.0,30778.0,14031.0,1.0
b[25],0.539,0.013,0.515,0.562,0.0,0.0,25637.0,15364.0,1.0
b[15],1.006,0.011,0.984,1.027,0.0,0.0,29054.0,14255.0,1.0
b[10],0.352,0.015,0.324,0.381,0.0,0.0,23421.0,15275.0,1.0
b[16],0.278,0.019,0.242,0.313,0.0,0.0,24539.0,14824.0,1.0
b[19],0.15,0.005,0.14,0.159,0.0,0.0,18591.0,15630.0,1.0
b[26],-0.18,0.019,-0.217,-0.147,0.0,0.0,27685.0,15367.0,1.0
b[31],-0.728,0.022,-0.77,-0.688,0.0,0.0,28320.0,15310.0,1.0
b[4],-0.358,0.014,-0.384,-0.332,0.0,0.0,27977.0,13740.0,1.0
b[21],-1.191,0.062,-1.306,-1.074,0.0,0.0,31507.0,14700.0,1.0
b[22],0.966,0.008,0.951,0.98,0.0,0.0,28808.0,14591.0,1.0
b[28],1.215,0.008,1.199,1.231,0.0,0.0,28117.0,14197.0,1.0
d[3],-0.762,0.02,-0.8,-0.724,0.0,0.0,24682.0,15548.0,1.0
d[12],-0.391,0.014,-0.417,-0.364,0.0,0.0,29460.0,14121.0,1.0
d[29],-2.577,0.029,-2.631,-2.523,0.0,0.0,29811.0,14985.0,1.0
d[11],-1.24,0.058,-1.347,-1.13,0.0,0.0,31802.0,14007.0,1.0
d[1],-0.566,0.014,-0.593,-0.539,0.0,0.0,27024.0,15710.0,1.0
d[2],-0.376,0.019,-0.412,-0.34,0.0,0.0,29951.0,14115.0,1.0
d[5],-1.539,0.021,-1.579,-1.499,0.0,0.0,25453.0,15377.0,1.0
d[18],-0.61,0.032,-0.67,-0.551,0.0,0.0,26820.0,14471.0,1.0
d[24],-1.595,0.043,-1.68,-1.519,0.0,0.0,26201.0,13889.0,1.0
d[30],-0.753,0.016,-0.783,-0.723,0.0,0.0,31853.0,14023.0,1.0
d[0],-0.481,0.029,-0.536,-0.426,0.0,0.0,17746.0,15434.0,1.0
d[8],-1.504,0.038,-1.575,-1.434,0.0,0.0,23699.0,14806.0,1.0
d[14],0.551,0.022,0.51,0.591,0.0,0.0,30917.0,13988.0,1.0
d[20],-1.569,0.026,-1.618,-1.52,0.0,0.0,23333.0,15185.0,1.0
d[27],-1.038,0.041,-1.115,-0.962,0.0,0.0,17514.0,14278.0,1.0
d[7],0.05,0.014,0.024,0.078,0.0,0.0,29835.0,14880.0,1.0
d[9],0.059,0.015,0.03,0.088,0.0,0.0,28922.0,15047.0,1.0
d[13],0.131,0.021,0.092,0.171,0.0,0.0,23923.0,15214.0,1.0
d[23],-0.286,0.019,-0.32,-0.249,0.0,0.0,30761.0,14492.0,1.0
d[6],-2.379,0.015,-2.407,-2.351,0.0,0.0,31760.0,14344.0,1.0
d[17],-0.137,0.013,-0.161,-0.113,0.0,0.0,30592.0,14561.0,1.0
d[25],-0.714,0.021,-0.754,-0.675,0.0,0.0,25529.0,15224.0,1.0
d[15],-0.728,0.018,-0.762,-0.696,0.0,0.0,28092.0,13671.0,1.0
d[10],-0.564,0.019,-0.599,-0.528,0.0,0.0,26242.0,14338.0,1.0
d[16],-0.374,0.031,-0.433,-0.317,0.0,0.0,21324.0,15466.0,1.0
d[19],-2.068,0.029,-2.124,-2.015,0.0,0.0,20612.0,15369.0,1.0
d[26],-0.412,0.019,-0.448,-0.376,0.0,0.0,31958.0,14478.0,1.0
d[31],-0.926,0.039,-0.999,-0.852,0.0,0.0,32388.0,13733.0,1.0
d[4],-0.169,0.013,-0.193,-0.146,0.0,0.0,31251.0,13741.0,1.0
d[21],0.735,0.022,0.694,0.775,0.0,0.0,29099.0,13318.0,1.0
d[22],-0.785,0.014,-0.811,-0.76,0.0,0.0,27566.0,14962.0,1.0
d[28],-0.219,0.007,-0.233,-0.206,0.0,0.0,26340.0,14851.0,1.0
a[3],-0.435,0.045,-0.52,-0.35,0.001,0.0,3233.0,8346.0,1.0
a[12],-0.328,0.032,-0.387,-0.266,0.001,0.0,2034.0,5014.0,1.0
a[29],-0.174,0.039,-0.248,-0.102,0.001,0.0,2669.0,6739.0,1.0
a[11],-1.97,0.104,-2.167,-1.779,0.001,0.001,12376.0,13477.0,1.0
a[1],-0.288,0.046,-0.376,-0.203,0.001,0.0,3655.0,9071.0,1.0
a[2],-0.813,0.057,-0.919,-0.706,0.001,0.0,5271.0,10567.0,1.0
a[5],-0.522,0.051,-0.619,-0.428,0.001,0.0,3811.0,9408.0,1.0
a[18],-0.011,0.032,-0.07,0.049,0.001,0.0,1792.0,5413.0,1.0
a[24],-0.045,0.033,-0.107,0.017,0.001,0.0,1977.0,5250.0,1.0
a[30],-0.208,0.038,-0.281,-0.137,0.001,0.0,2631.0,6538.0,1.0
a[0],-1.118,0.06,-1.23,-1.003,0.001,0.0,5369.0,9923.0,1.0
a[8],0.137,0.032,0.078,0.198,0.001,0.0,1894.0,4751.0,1.0
a[14],-0.984,0.052,-1.083,-0.889,0.001,0.0,4529.0,9684.0,1.0
a[20],-1.093,0.058,-1.203,-0.984,0.001,0.0,5574.0,10639.0,1.0
a[27],-0.355,0.052,-0.454,-0.257,0.001,0.0,3931.0,9599.0,1.0
a[7],-0.014,0.034,-0.078,0.051,0.001,0.0,1997.0,5126.0,1.0
a[9],-0.329,0.035,-0.395,-0.263,0.001,0.0,2283.0,6781.0,1.0
a[13],-0.1,0.033,-0.163,-0.04,0.001,0.0,1930.0,4891.0,1.0
a[23],-0.304,0.042,-0.38,-0.225,0.001,0.0,3191.0,8016.0,1.0
a[6],-0.368,0.044,-0.452,-0.285,0.001,0.0,3157.0,7048.0,1.0
a[17],-0.084,0.029,-0.139,-0.029,0.001,0.0,1623.0,4474.0,1.0
a[25],-0.233,0.045,-0.318,-0.151,0.001,0.0,3428.0,8005.0,1.0
a[15],-0.563,0.034,-0.629,-0.502,0.001,0.0,2189.0,5927.0,1.0
a[10],-0.89,0.05,-0.991,-0.801,0.001,0.0,4162.0,8614.0,1.0
a[16],-0.233,0.047,-0.32,-0.144,0.001,0.0,3409.0,8610.0,1.0
a[19],-0.522,0.047,-0.611,-0.433,0.001,0.0,3435.0,9326.0,1.0
a[26],-0.209,0.033,-0.272,-0.148,0.001,0.0,2054.0,6154.0,1.0
a[31],-0.243,0.034,-0.308,-0.18,0.001,0.0,2113.0,5494.0,1.0
a[4],-0.358,0.042,-0.437,-0.279,0.001,0.0,3119.0,7548.0,1.0
a[21],-0.673,0.039,-0.744,-0.599,0.001,0.0,2649.0,6316.0,1.0
a[22],-1.104,0.07,-1.24,-0.976,0.001,0.001,7113.0,12124.0,1.0
a[28],-0.385,0.046,-0.472,-0.299,0.001,0.0,3940.0,9153.0,1.0
G_diff,0.746,0.135,0.492,0.999,0.001,0.001,9395.0,11311.0,1.0
theta[74],-1.178,0.463,-2.062,-0.331,0.003,0.004,27818.0,13326.0,1.0
theta[735],0.476,0.151,0.196,0.758,0.002,0.001,9415.0,11064.0,1.0
theta[733],-0.123,0.161,-0.416,0.195,0.002,0.001,11311.0,13056.0,1.0
theta[705],-0.86,0.189,-1.216,-0.504,0.002,0.002,12810.0,12985.0,1.0
theta[527],0.409,0.157,0.115,0.699,0.002,0.001,9368.0,12222.0,1.0
theta[710],0.127,0.157,-0.161,0.426,0.002,0.001,10345.0,12441.0,1.0
theta[897],0.526,0.156,0.242,0.825,0.002,0.001,9718.0,11813.0,1.0
theta[804],0.037,0.149,-0.228,0.334,0.002,0.001,8557.0,11236.0,1.0
theta[934],-0.971,0.194,-1.331,-0.606,0.002,0.002,11024.0,12620.0,1.0
theta[887],-0.637,0.167,-0.958,-0.329,0.002,0.001,11648.0,12443.0,1.0
theta[1043],0.413,0.162,0.104,0.718,0.002,0.001,10124.0,12139.0,1.0
theta[912],0.522,0.187,0.164,0.868,0.002,0.002,12300.0,12054.0,1.0
theta[506],0.436,0.283,-0.092,0.975,0.002,0.003,24720.0,11735.0,1.0
theta[193],-2.789,0.16,-3.077,-2.484,0.002,0.001,4204.0,8833.0,1.0
theta[378],0.738,0.15,0.457,1.023,0.002,0.001,7908.0,11536.0,1.0
theta[216],-0.091,0.165,-0.402,0.223,0.002,0.001,11700.0,11621.0,1.0
theta[676],-0.841,0.152,-1.13,-0.556,0.002,0.001,7949.0,11804.0,1.0
theta[699],0.881,0.154,0.597,1.179,0.002,0.001,8555.0,10717.0,1.0
theta[44],-0.162,0.238,-0.606,0.285,0.002,0.002,20071.0,13131.0,1.0
theta[1158],0.557,0.139,0.3,0.823,0.002,0.001,8180.0,12175.0,1.0
theta[242],-0.242,0.199,-0.616,0.13,0.002,0.002,16269.0,13436.0,1.0
theta[759],-0.152,0.175,-0.485,0.172,0.002,0.001,12898.0,13405.0,1.0
theta[82],0.05,0.147,-0.225,0.323,0.001,0.001,9662.0,11573.0,1.0
theta[443],0.868,0.166,0.561,1.183,0.002,0.001,9208.0,12641.0,1.0
theta[929],0.576,0.148,0.296,0.853,0.002,0.001,8834.0,12028.0,1.0
theta[1040],0.453,0.164,0.154,0.767,0.002,0.001,11723.0,11634.0,1.0
theta[838],1.182,0.149,0.904,1.459,0.002,0.001,7361.0,11206.0,1.0
theta[1116],-0.502,0.361,-1.161,0.195,0.002,0.003,31388.0,14439.0,1.0
theta[1],1.2,0.146,0.925,1.478,0.002,0.001,7217.0,11185.0,1.0
theta[326],0.324,0.158,0.027,0.619,0.002,0.001,9912.0,11972.0,1.0
theta[692],1.045,0.155,0.756,1.334,0.002,0.001,7237.0,11530.0,1.0
theta[3],-0.256,0.186,-0.607,0.092,0.001,0.001,16709.0,14030.0,1.0
theta[493],-0.01,0.18,-0.337,0.344,0.002,0.001,13481.0,12526.0,1.0
theta[775],0.503,0.151,0.223,0.786,0.002,0.001,9159.0,11516.0,1.0
theta[519],0.646,0.15,0.356,0.92,0.002,0.001,9280.0,11196.0,1.0
theta[845],-0.214,0.182,-0.558,0.128,0.002,0.001,14233.0,13331.0,1.0
theta[277],0.847,0.16,0.543,1.142,0.002,0.001,10190.0,11481.0,1.0
theta[1169],0.203,0.155,-0.091,0.488,0.001,0.001,11660.0,11660.0,1.0
theta[12],-0.689,0.214,-1.076,-0.276,0.002,0.002,19161.0,12684.0,1.0
theta[249],-0.259,0.22,-0.679,0.148,0.002,0.002,19494.0,12632.0,1.0
theta[245],0.545,0.636,-0.656,1.739,0.004,0.006,30713.0,12761.0,1.0
theta[64],0.564,0.143,0.294,0.831,0.002,0.001,8357.0,12627.0,1.0
theta[511],0.373,0.153,0.088,0.659,0.002,0.001,9890.0,11995.0,1.0
theta[1190],-0.496,0.178,-0.83,-0.164,0.002,0.001,12198.0,12218.0,1.0
theta[77],-0.366,0.156,-0.656,-0.076,0.002,0.001,10567.0,12336.0,1.0
theta[1180],0.958,0.141,0.694,1.224,0.002,0.001,7609.0,12409.0,1.0
theta[150],1.415,0.143,1.149,1.684,0.002,0.001,6670.0,11228.0,1.0
theta[1049],0.326,0.155,0.034,0.617,0.001,0.001,10772.0,13065.0,1.0
theta[238],0.477,0.154,0.185,0.763,0.002,0.001,9402.0,11573.0,1.0
theta[57],-1.622,0.473,-2.522,-0.739,0.003,0.004,30598.0,14330.0,1.0
theta[764],0.735,0.146,0.465,1.016,0.002,0.001,7495.0,10810.0,1.0
theta[175],0.694,0.207,0.314,1.091,0.002,0.002,17512.0,12465.0,1.0
theta[1000],-0.016,0.168,-0.328,0.303,0.002,0.001,11752.0,12323.0,1.0
theta[756],-0.418,0.176,-0.747,-0.081,0.002,0.002,12199.0,11763.0,1.0
theta[761],-0.522,0.158,-0.815,-0.222,0.002,0.001,9117.0,12229.0,1.0
theta[959],-1.46,0.221,-1.883,-1.053,0.002,0.002,14006.0,13209.0,1.0
theta[789],0.781,0.149,0.507,1.062,0.002,0.001,8501.0,11885.0,1.0
theta[67],-0.571,0.181,-0.914,-0.237,0.002,0.002,13935.0,11814.0,1.0
theta[304],0.51,0.142,0.237,0.773,0.001,0.001,9025.0,11446.0,1.0
theta[63],-2.987,0.304,-3.55,-2.404,0.002,0.002,15080.0,12791.0,1.0
theta[768],0.38,0.154,0.099,0.678,0.002,0.001,9859.0,10871.0,1.0
theta[1095],-0.136,0.169,-0.466,0.166,0.002,0.001,11268.0,11910.0,1.0
theta[795],0.966,0.15,0.69,1.257,0.002,0.001,9338.0,12366.0,1.0
theta[465],-0.763,0.225,-1.17,-0.333,0.002,0.002,14818.0,11846.0,1.0
theta[796],-0.294,0.165,-0.608,0.009,0.001,0.001,12183.0,13305.0,1.0
theta[1091],0.991,0.146,0.719,1.267,0.002,0.001,7256.0,12162.0,1.0
theta[106],-0.393,0.159,-0.692,-0.097,0.002,0.001,10794.0,12640.0,1.0
theta[66],0.441,0.163,0.142,0.753,0.002,0.001,11587.0,11553.0,1.0
theta[276],0.838,0.146,0.562,1.111,0.002,0.001,7891.0,10276.0,1.0
theta[855],-0.354,0.164,-0.67,-0.056,0.001,0.001,12727.0,13288.0,1.0
theta[1047],0.924,0.159,0.639,1.237,0.002,0.001,9017.0,12099.0,1.0
theta[146],-0.583,0.173,-0.904,-0.26,0.002,0.001,11943.0,12113.0,1.0
theta[510],-0.361,0.184,-0.698,-0.019,0.002,0.001,12600.0,13228.0,1.0
theta[145],0.706,0.145,0.436,0.981,0.002,0.001,7879.0,11401.0,1.0
theta[318],0.452,0.16,0.152,0.752,0.001,0.001,11784.0,12414.0,1.0
theta[1083],0.571,0.144,0.292,0.838,0.002,0.001,8306.0,12442.0,1.0
theta[703],0.82,0.14,0.565,1.094,0.002,0.001,6563.0,11466.0,1.0
theta[938],0.512,0.164,0.199,0.816,0.002,0.001,9567.0,11784.0,1.0
theta[1014],1.173,0.146,0.9,1.446,0.002,0.001,7275.0,12397.0,1.0
theta[313],-1.262,0.163,-1.576,-0.961,0.002,0.001,9250.0,11722.0,1.0
theta[964],0.662,0.141,0.405,0.933,0.002,0.001,8197.0,12366.0,1.0
theta[984],0.891,0.167,0.578,1.206,0.002,0.001,10433.0,12658.0,1.0
theta[1160],-1.53,0.147,-1.803,-1.252,0.002,0.001,5929.0,9701.0,1.0
theta[1109],-0.075,0.192,-0.441,0.281,0.002,0.002,16169.0,13696.0,1.0
theta[429],0.134,0.175,-0.193,0.459,0.002,0.001,12086.0,11487.0,1.0
theta[1135],0.487,0.152,0.194,0.758,0.002,0.001,8176.0,11674.0,1.0
theta[1152],-0.483,0.176,-0.815,-0.148,0.002,0.001,10201.0,13162.0,1.0
theta[508],-1.087,0.172,-1.408,-0.766,0.002,0.001,9596.0,11612.0,1.0
theta[169],-0.475,0.225,-0.908,-0.063,0.002,0.002,17997.0,14213.0,1.0
theta[628],-0.278,0.159,-0.574,0.023,0.002,0.001,11006.0,12444.0,1.0
theta[930],0.884,0.149,0.615,1.176,0.002,0.001,8397.0,11092.0,1.0
theta[482],-2.339,0.263,-2.842,-1.858,0.002,0.002,12012.0,12610.0,1.0
theta[961],1.202,0.147,0.923,1.477,0.002,0.001,6255.0,10936.0,1.0
theta[1148],-0.16,0.156,-0.455,0.134,0.002,0.001,9134.0,12514.0,1.0
theta[98],-0.339,0.179,-0.677,-0.004,0.001,0.001,14261.0,12975.0,1.0
theta[736],-0.108,0.206,-0.507,0.273,0.001,0.002,19600.0,14492.0,1.0
theta[536],0.543,0.15,0.264,0.829,0.002,0.001,9317.0,12453.0,1.0
theta[987],-0.434,0.157,-0.728,-0.14,0.002,0.001,10903.0,12403.0,1.0
theta[862],-2.627,0.165,-2.938,-2.315,0.003,0.001,4135.0,10402.0,1.0
theta[99],-2.116,0.148,-2.395,-1.84,0.002,0.001,4765.0,9464.0,1.0
theta[1079],-0.274,0.15,-0.554,0.009,0.002,0.001,9075.0,12815.0,1.0
theta[244],-2.451,0.217,-2.85,-2.038,0.002,0.002,8659.0,11499.0,1.0
theta[601],-0.677,0.182,-1.015,-0.334,0.002,0.001,13380.0,10810.0,1.0
theta[129],0.889,0.148,0.615,1.172,0.002,0.001,7587.0,9852.0,1.0
theta[639],0.811,0.181,0.471,1.153,0.002,0.001,12937.0,12254.0,1.0
theta[941],-1.541,0.152,-1.83,-1.258,0.002,0.001,6728.0,11639.0,1.0
theta[84],-2.507,0.156,-2.796,-2.208,0.002,0.001,4290.0,8214.0,1.0
theta[973],-2.491,0.174,-2.812,-2.16,0.002,0.001,5489.0,9657.0,1.0
theta[359],0.864,0.146,0.588,1.132,0.002,0.001,7841.0,12624.0,1.0
theta[841],-1.175,0.16,-1.479,-0.881,0.002,0.001,7688.0,13327.0,1.0
theta[389],-0.551,0.163,-0.869,-0.253,0.002,0.001,11826.0,10565.0,1.0
theta[380],-0.079,0.158,-0.371,0.221,0.002,0.001,10032.0,11556.0,1.0
theta[14],-0.414,0.155,-0.698,-0.12,0.002,0.001,9693.0,11518.0,1.0
theta[1141],0.569,0.146,0.297,0.845,0.002,0.001,8643.0,12220.0,1.0
theta[750],1.039,0.144,0.764,1.302,0.002,0.001,7043.0,10971.0,1.0
theta[472],-1.429,0.177,-1.765,-1.099,0.002,0.001,9078.0,12389.0,1.0
theta[656],0.597,0.169,0.284,0.921,0.002,0.001,11330.0,11732.0,1.0
theta[412],-0.511,0.17,-0.828,-0.187,0.002,0.001,12042.0,12563.0,1.0
theta[125],0.289,0.16,-0.007,0.595,0.002,0.001,11375.0,12091.0,1.0
theta[4],0.644,0.145,0.376,0.922,0.002,0.001,7803.0,12130.0,1.0
theta[97],-2.396,0.248,-2.855,-1.923,0.002,0.002,11332.0,11190.0,1.0
theta[1099],0.095,0.18,-0.243,0.433,0.002,0.001,12350.0,12890.0,1.0
theta[723],-0.924,0.157,-1.216,-0.626,0.002,0.001,8214.0,11284.0,1.0
theta[1088],-0.241,0.154,-0.522,0.054,0.002,0.001,9033.0,12970.0,1.0
theta[707],1.462,0.159,1.166,1.764,0.002,0.001,6963.0,10947.0,1.0
theta[777],0.84,0.188,0.489,1.195,0.002,0.002,11490.0,11866.0,1.0
theta[597],0.222,0.15,-0.062,0.503,0.002,0.001,9079.0,12761.0,1.0
theta[37],1.089,0.164,0.782,1.399,0.002,0.001,8166.0,11858.0,1.0
theta[452],-1.402,0.478,-2.306,-0.521,0.003,0.004,31514.0,13493.0,1.0
theta[272],0.93,0.167,0.619,1.247,0.002,0.001,11401.0,13242.0,1.0
theta[999],-0.649,0.157,-0.945,-0.354,0.002,0.001,9470.0,11994.0,1.0
theta[1035],-1.718,0.178,-2.055,-1.383,0.002,0.001,7768.0,11272.0,1.0
theta[438],-0.859,0.173,-1.177,-0.529,0.002,0.001,10107.0,11472.0,1.0
theta[672],-0.058,0.183,-0.403,0.283,0.002,0.001,14410.0,12262.0,1.0
theta[279],1.375,0.149,1.099,1.659,0.002,0.001,7155.0,11841.0,1.0
theta[981],0.741,0.212,0.35,1.14,0.002,0.002,15840.0,12698.0,1.0
theta[546],0.344,0.159,0.038,0.635,0.002,0.001,10364.0,11888.0,1.0
theta[1134],0.398,0.155,0.109,0.695,0.002,0.001,10276.0,12957.0,1.0
theta[370],0.079,0.16,-0.217,0.384,0.001,0.001,12300.0,12300.0,1.0
theta[334],1.114,0.146,0.838,1.384,0.002,0.001,6466.0,10256.0,1.0
theta[394],-0.194,0.16,-0.502,0.101,0.002,0.001,11117.0,12070.0,1.0
theta[818],-2.433,0.389,-3.171,-1.718,0.002,0.003,24939.0,12153.0,1.0
theta[932],1.312,0.178,0.978,1.652,0.002,0.001,9344.0,11988.0,1.0
theta[107],-1.723,0.396,-2.481,-0.977,0.002,0.003,29111.0,13939.0,1.0
theta[156],0.469,0.162,0.174,0.785,0.002,0.001,11495.0,12212.0,1.0
theta[514],-0.345,0.214,-0.756,0.047,0.002,0.002,17448.0,13675.0,1.0
theta[490],1.43,0.154,1.131,1.713,0.002,0.001,6390.0,11263.0,1.0
theta[274],-0.521,0.175,-0.851,-0.193,0.002,0.001,12863.0,13317.0,1.0
theta[450],1.306,0.149,1.036,1.589,0.002,0.001,7291.0,10814.0,1.0
theta[455],0.621,0.159,0.323,0.921,0.002,0.001,9667.0,12411.0,1.0
theta[896],-2.3,0.288,-2.847,-1.758,0.002,0.002,14816.0,13307.0,1.0
theta[555],-0.519,0.255,-1.02,-0.063,0.002,0.002,23944.0,12949.0,1.0
theta[466],-0.258,0.181,-0.598,0.082,0.002,0.001,11581.0,13128.0,1.0
theta[158],-0.977,0.164,-1.289,-0.673,0.002,0.001,8568.0,12238.0,1.0
theta[808],0.238,0.159,-0.065,0.529,0.001,0.001,12629.0,10937.0,1.0
theta[889],0.631,0.147,0.346,0.902,0.002,0.001,7261.0,11541.0,1.0
theta[62],0.233,0.167,-0.071,0.558,0.002,0.001,11072.0,12012.0,1.0
theta[444],-2.491,1.003,-4.352,-0.601,0.006,0.008,29504.0,13421.0,1.0
theta[662],-0.263,0.165,-0.588,0.035,0.002,0.001,11930.0,12965.0,1.0
theta[826],-0.782,0.185,-1.129,-0.437,0.002,0.001,12456.0,13301.0,1.0
theta[484],0.759,0.164,0.452,1.065,0.002,0.001,10388.0,11299.0,1.0
theta[224],1.149,0.156,0.86,1.445,0.002,0.001,8305.0,12466.0,1.0
theta[588],-0.853,0.158,-1.148,-0.557,0.002,0.001,10490.0,13104.0,1.0
theta[255],1.107,0.166,0.792,1.417,0.002,0.001,9514.0,12365.0,1.0
theta[827],-0.698,0.159,-0.997,-0.405,0.002,0.001,10577.0,11801.0,1.0
theta[954],1.053,0.167,0.734,1.359,0.002,0.001,9736.0,13822.0,1.0
theta[641],0.638,0.162,0.327,0.934,0.002,0.001,8771.0,12612.0,1.0
theta[147],1.162,0.157,0.854,1.445,0.002,0.001,7481.0,12300.0,1.0
theta[258],1.149,0.157,0.862,1.451,0.002,0.001,7836.0,12064.0,1.0
theta[43],1.162,0.148,0.885,1.442,0.002,0.001,6893.0,11455.0,1.0
theta[290],-2.465,0.227,-2.892,-2.036,0.002,0.002,9756.0,13538.0,1.0
theta[572],0.018,0.157,-0.276,0.315,0.001,0.001,11953.0,12968.0,1.0
theta[60],0.24,0.167,-0.065,0.562,0.002,0.001,10817.0,12500.0,1.0
theta[421],-0.405,0.581,-1.48,0.712,0.003,0.005,32322.0,12962.0,1.0
theta[365],0.535,0.272,0.026,1.05,0.002,0.002,25639.0,13573.0,1.0
theta[257],0.782,0.165,0.474,1.098,0.002,0.001,10946.0,13021.0,1.0
theta[1084],0.567,0.151,0.279,0.848,0.002,0.001,8514.0,12594.0,1.0
theta[386],0.055,0.165,-0.249,0.37,0.001,0.001,12856.0,13356.0,1.0
theta[177],-2.593,0.479,-3.506,-1.705,0.003,0.004,24933.0,12365.0,1.0
theta[839],0.527,0.16,0.238,0.837,0.002,0.001,9137.0,11497.0,1.0
theta[446],0.912,0.156,0.613,1.202,0.002,0.001,7988.0,11651.0,1.0
theta[312],0.793,0.152,0.515,1.09,0.002,0.001,8245.0,11269.0,1.0
theta[1021],0.194,0.17,-0.128,0.512,0.002,0.001,12847.0,12445.0,1.0
theta[1114],-0.057,0.152,-0.343,0.227,0.001,0.001,11423.0,10993.0,1.0
theta[952],-0.823,0.21,-1.234,-0.445,0.002,0.002,13504.0,13001.0,1.0
theta[602],0.76,0.145,0.492,1.036,0.002,0.001,7540.0,11773.0,1.0
theta[520],1.046,0.147,0.767,1.316,0.002,0.001,7116.0,10985.0,1.0
theta[300],0.767,0.189,0.424,1.137,0.002,0.001,12603.0,13187.0,1.0
theta[92],-0.53,0.164,-0.846,-0.233,0.002,0.001,9415.0,12457.0,1.0
theta[165],-2.837,0.221,-3.247,-2.413,0.002,0.002,7780.0,10677.0,1.0
theta[9],-0.277,0.158,-0.581,0.017,0.002,0.001,10073.0,11853.0,1.0
theta[507],0.834,0.15,0.558,1.119,0.002,0.001,8809.0,11660.0,1.0
theta[522],-1.439,0.208,-1.831,-1.059,0.002,0.002,11234.0,11532.0,1.0
theta[908],-0.123,0.175,-0.467,0.196,0.001,0.001,16721.0,14371.0,1.0
theta[403],0.851,0.143,0.586,1.124,0.002,0.001,8110.0,11843.0,1.0
theta[58],-2.922,0.174,-3.242,-2.591,0.003,0.002,4510.0,8875.0,1.0
theta[343],0.485,0.15,0.193,0.759,0.002,0.001,8261.0,12722.0,1.0
theta[430],-0.042,0.162,-0.361,0.243,0.001,0.001,16303.0,11073.0,1.0
theta[898],0.813,0.162,0.508,1.115,0.002,0.001,9850.0,11741.0,1.0
theta[268],0.388,0.154,0.094,0.678,0.002,0.001,9378.0,11545.0,1.0
theta[560],0.11,0.174,-0.213,0.439,0.002,0.001,11735.0,13003.0,1.0
theta[558],0.877,0.155,0.582,1.161,0.002,0.001,7894.0,11724.0,1.0
theta[1011],0.471,0.162,0.165,0.774,0.002,0.001,10477.0,13029.0,1.0
theta[677],1.208,0.154,0.925,1.504,0.002,0.001,7506.0,9716.0,1.0
theta[112],-1.719,0.264,-2.218,-1.223,0.002,0.002,17447.0,12730.0,1.0
theta[305],0.503,0.201,0.115,0.869,0.002,0.002,15320.0,13223.0,1.0
theta[877],1.028,0.15,0.752,1.317,0.002,0.001,7292.0,10211.0,1.0
theta[517],1.359,0.153,1.069,1.645,0.002,0.001,6847.0,10821.0,1.0
theta[181],-1.663,0.153,-1.949,-1.376,0.002,0.001,6504.0,9697.0,1.0
theta[598],0.693,0.167,0.378,1.004,0.002,0.001,10732.0,12119.0,1.0
theta[117],-0.276,0.186,-0.625,0.073,0.002,0.001,13806.0,13262.0,1.0
theta[41],-0.958,0.155,-1.249,-0.664,0.002,0.001,8833.0,11717.0,1.0
theta[652],0.864,0.151,0.588,1.158,0.002,0.001,8142.0,10889.0,1.0
theta[1136],0.516,0.151,0.233,0.795,0.002,0.001,9329.0,13343.0,1.0
theta[659],-0.344,0.162,-0.645,-0.034,0.002,0.001,10390.0,13697.0,1.0
theta[923],0.467,0.147,0.2,0.746,0.001,0.001,10458.0,12842.0,1.0
theta[801],0.943,0.158,0.637,1.232,0.002,0.001,9357.0,12512.0,1.0
